"","job_title","company_name","job_location","job_description"
"219","Senior Analyst/Principal Analyst , Data Science","Liberty Mutual ","Boston, MA","Principal Analyst / Asst. Director, Data ScienceAdvance your career at Liberty Mutual Insurance - A Fortune 100 Company!The legal world is in the midst of a Data Science and AI revolution. The Liberty Mutual Legal department has been on the forefront of Legal Analytics for years and has seen the substantial benefits of applying modeling, including predictive modeling and deep learning, to legal data. We are looking for a talented data scientist to join our team building AI and decision support tools that help our clients and policyholders obtain better outcomes on legal related issues.In this role, you will collaborate closely with a team of data scientists, analysts, and IT developers. You and the team will work with clients across the company to develop strong understanding of business needs. You will research and apply machine learning and statistical algorithms to projects aimed at revealing the drivers of legal cost and related outcomes. Example projects include using deep learning based NLP models classify millions of text-based legal records, developing machine learning models to predict the outcome of a case, and using Bayesian hierarchical models to estimate causal effect of legal decisions.Responsibilities: Develop predictive and explanatory models that help improve legal decision makingDevelop models and analysis on unstructured text using deep learning and other NLP (Natural Language Processing) techniquesPerform all data preparation and exploratory data analysis steps Guide implementation, testing, and evaluation of models. Work with clients to develop strong understanding of business needs and use business understanding to help design effective analytical solutionsManage and execute all aspects of analytic initiatives, including developing project plans and guiding other team membersPresent methodology and results of analysis to a broad range of audiences, including both technical and non-technical, at all levels of the organizationCollaborate closely with other members of the Legal Analytics and Data Science team and the Liberty Mutual Data Science communityQualifications:Bachelors degree in Statistics, Economics, Computer Science, or any quantitative discipline with relevant work experience, required; advanced degree a definite plusProfessional experience required applying quantitative analysis and modeling to solving real-world business problems including experience in model validation, testing, and deploymentAdept at framing business questions and practices in analytic terms, and translating business requirements into corresponding datasets, analyses, models, and reportsExperience communicating technical results to both technical and non-technical users using effective story telling techniques and visualizationsDemonstrated ability to perform high quality work both independently and collaboratively as a project team member or leaderDemonstrated proficiency in R or Python requiredExperience applying Deep Learning and/or NLP techniques (especially using Tensorflow or PyTorch) on large unstructured data highly preferredBenefits:We value your hard work, integrity and commitment to positive change. In return for your service, its our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/BenefitsOverview:At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.Were dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.Job:  Analytics Primary Location: United States-Massachusetts-BostonSchedule: Full-timeSalary: $92,100-$131,500Education Level: Bachelor's Degree (±16 years)Travel: No"
"220","Senior Analyst, Field Analytics","PTC ","Boston, MA","PTC Company Description About PTC (NASDAQ: PTC)  PTC helps companies around the world reinvent the way they design, manufacture, operate, and service things in and for a smart, connected world. In 1986 we revolutionized digital 3D design, and in 1998 were first to market with Internet-based product lifecycle management. Today, our leading industrial innovation platform and field-proven solutions enable you to unlock value at the convergence of the physical and digital worlds. With PTC, manufacturers and an ecosystem of partners and developers can capitalize on the promise of the Internet of Things and augmented reality technology today and drive the future of innovation.  We are headquartered in Needham, MA through 2018. Check out our new global headquarters in the Seaport district, planned for 2019. http://bit.ly/2j9d6hn Region The Americas Subregion North America Country-City USA-Boston Business Title Senior Analyst, Field Analytics PTC Org S&D - Sales and Distribution Job Description for Advertising Purposes You will play a critical role in fueling PTC’s wave of growth by pioneering innovative data strategies, methodologies, and models to better understand PTC’s markets and customers and unlock insights across all customer-facing functions. You will apply sophisticated data science techniques an tools to create business value, then partner with operations/analytics teams such as Marketing, Sales, and Customer Operations to ensure your findings are embedded into the day-to-day of the business. This is a highly visible role and presents a unique opportunity if you are passionate about being at the leading-edge of advanced go-to-market analytics.  You will join a talented team of strategy and analytics colleagues in PTC’s Field Strategy and Planning team. In addition to Advanced Analytics, the team is responsible for driving the strategic planning cycle for and with all Field functions (Sales, Marketing, Customer Success, Services, Operations, Partnerships), and executing critical strategic projects. The team works side-by-side with Field functional teams, as well as Corporate Strategy, Product Management, and other Functions, to drive alignment, insight, and impact. Day-To-Day:Partner with business leaders to frame business questions and identify opportunities where advanced analytics and modelling will add valuePerform advanced analytics such as segmentation, and predictive modelling to optimize go-to-market tactics and drive measurable KPI improvement across the customer journeyDesign and implement modern approaches to quantify and respond to evolving patterns in market, customer, and competitor dynamics and maximize PTC’s performanceCollaborate with cross-functional teams including Sales Ops, Marketing Ops, and Customer Ops from project conception through implementation, ensure that insights are translated into implementationWork with internal IT and external vendors to specify requirements, conduct make-buy assessments, and develop technology backbone that will support analytics goalsMaintain pulse of leading-edge analytics methodologies, tools, and use cases relevant to Marketing, Sales, Customer Success, and Services functional areasPreferred Skills and Knowledge:Strong business acumen and ability to identify 1st and 2nd order insights and implicationsFunctional technical/IT/BI systems expertise, proficient in one or more related programming languages (Python, R, SQl, etc.)Ability to execute detailed, complex analyses while handling ambiguityStrong written and verbal communications skillsAbility to work in a team and cultivate strong cross-functional relationshipsStrong project management skills and sense of urgency and ownershipWorking understanding of PTC’s businesses, markets, and commercial landscapeFunctional experience in advanced Sales and Marketing analytics and/or Market/Competitive analysis strongly preferredMaster’s degree in quantitative field preferredPreferred Experience:Experience with BI, analytics, or visualization software packagesExperience implementing analytics solutions using Microsoft Azure or equivalent cloud environmentsExperience with data-wrangling, public domain data collectionBasic Qualifications:Bachelor’s degree5 years of experience (in work or equivalent graduate studies) with advanced analytics and statistical modelling, including experience with Artificial Intelligence Job Req Number 30233BR Why Join Us and Benefits Summary When looking for a new job, we know you are looking for something that aligns with your values, passions, dreams, and lifestyle. Our team is passionate and committed. We are driven by innovation and value our work-life balance. Check out what it’s like to work at PTC at #lifeatPTC. We believe that diversity of experience and background leads to better ideas and a stronger company. We encourage everyone to bring their unique perspectives to our team. We take a holistic view of the employee experience and provide you with what you need to take care of your health, your wealth, your well-being, and your career. PTC benefits are among the most competitive in the industry. While your salary is the major component of your compensation, you also receive a competitive benefits package including: • Retirement Savings Plan with Company Match • Employee Stock Purchase Plan (ESPP) • Healthcare and Dental insurance • Paid Time Off and Sick Time • Birthday Day-off • Tuition Reimbursement (Canada, India, Israel, US) • Holiday Pay • Employee Referral Program • Management and Employee Training Development • Other Regional-specific Benefits All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. Apply!"
"221","Quantitative Data Analyst (Cogo Labs)","Cogo Labs ","Cambridge, MA","At Cogo Labs, we build startup companies from scratch.We're not venture capitalists we're a collaborative team of engineers, analysts, and entrepreneurs using innovative tools, big data, and intellectual curiosity to build a platform that spins up successful online businesses, fast.As a Cogo Labs Quantitative Data Analyst, you'll run and grow business lines within our incubator. You'll design and implement marketing programs, analyze performance metrics, and use the insights you gain to drive growth in audience engagement and revenue. Your expertise, ideas, and hard work will have a direct and immediate impact on the success of your project.What to expect from Cogo:Near obsessive use of data to inform business decisions. We believe that efficient growth happens when we make every decision based on solid, well directed analysis.Unmatched opportunity. We believe in mentoring people to grow as quickly as they can. Today's new grad hires are tomorrow's leaders.Flexibility and novelty. Your role will define itself over time, as you identify the problems that you are uniquely capable of solving.A fun, supportive culture. Happy employees are the most successful. We take care of our own, and not just because it's good business.What we expect from you:A bachelor's degree in a field that requires deep analytical thinking and problem solving. Many of us have Math, Econ, Engineering, or Comp Sci backgrounds, but applications from all quantitative fields are welcome.Flexibility and self motivation. We value the willingness to wear many hats and the commitment to work on whatever needs to get done.The ability to make a strong (data driven) case when presenting findings and recommendations, while remaining curious and receptive to feedback.Demonstrated ability to work effectively as part of a team, and dedication to helping your teammates learn.Passions and interests outside of work you aren't just your resume.Bonus points if you've previously been responsible for a business unit's bottom line.About you:Bachelor's degree in a field that requires deep analytical thinking and problem solving. Many of us have Math, Econ, Finance, or Engineering backgrounds, but applications from all quantitative fields are welcome.You are:Aggressive: Driven; moves quickly and takes a forceful stand without being overly abrasiveAnalytically minded: Data-driven; believes in the value of making decisions on the basis of rigorous, empirical processesArticulate: Clearly states project missions, update, decisions, and rationales verbally and in writingEnthusiastic: Passionate about work; brings a can-do attitude to all activitiesEntrepreneurial: Track record of good decision-making and eager to take on a wide variety of analytical and business roles and responsibilitiesFlexible: Adjusts quickly to changing priorities and conditions; enjoys working in and thrives in a rapidly changing environmentFocused on results: biased for action; focused on specific goals and resistant to distractionOpen to Feedback: Actively asks for advice; eager to receive performance feedback and responds positively to suggestions and constructive criticismOwnership: What happens or doesn't happen within your project is your responsibilityProactive: Acts without being told what to do when appropriate; develops new ideas and self-guides within broader missionSelf-reflective: Considers work in the context of the entire organization; thinks about self-improvementSupportive: Actively helps fellow team members and treats them with respect and kindnessWork Ethic: Possesses a strong willingness to work hard and sometimes to work long hours to get the job doneWe are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law."
"222","Senior Data Analyst/Principal Data Analyst","Liberty Mutual ","Boston, MA","Senior Data Analyst/Principal Data Analyst We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at Liberty Mutual. Operating as a tech startup within a Fortune 100 company, we are leading a digital disruption that will redefine how people experience insurance. Liberty Mutual Global Risk Services (GRS) Technology: Data Governance is actively searching for a Senior/Principal Data Analyst. GRS Technology Data Governance provides data governance support and operations for all of GRS systems through one unified IT team. In this position, you will provide strong data analysis, modeling and solution design in the data governance domain that allows GRS to form and execute on the data governance framework, policy, and standards. This position assists in the implementation of an enterprise data governance program.This is a range posting grade 16/17. The actual internal level/grade for this role will depend on the candidates overall experience and skill level.About the job:Works with the Operations and IT staff to define key data related artifacts such as data elements, data models, data lineage, data security, data privacy, data dictionary, data quality metrics, business glossary, metadata and master/reference data rules.Helps to create detailed documentation of functional, system, user and reporting requirements, including Logical Models, Process Flow Diagrams, Report Specifications and Data Mapping & Flow Diagrams.Leverages data quality tools to conduct data profiling, build scorecards and dashboards, using tools such as Informatica Data Quality or comparable tools, to interpret data, identify trends, and develop conclusive recommendations based on findings.Work closely with applicationServes as a primary point of contact between the Data Governance team and assigned functional business stakeholders Manages adherence to data governance policies and procedures, drives improvement, and provides training and mentorship.Provides thought leadership and participate with projects that involve any of the upstream or downstream data flows and processes.Works with the Operations and IT staff to ensure controls are in place over applications to ensure the data integrity by performing data integrity and quality gap analysis, followed by resolution of same with stakeholders and application teams.Works closely with the Data Governance Product Owner and Director on implementation and oversight of company policies, standards, practices, roadmap and technologies related to data management. This includes definition of data quality standards, business rules and exception feedback loops using data governance tools. Promotes data governance partnership with business stakeholders Partners with the data council and data stewards to achieve quality, consistency and accuracy goalsMonitors and reports on data governance metrics and activities using a combination of Sharepoint, Wiki, PowerPoint and Power BI dashboards. Partners with systems teams to analyze and guide deliverables such as source to target mappings, and change management activities required to fix data quality and process issuesWork closely with Data Architect(s) and Application Architects to ensure alignment of data governance processes and deliverables with systems architectures. Create and deliver artifacts including but not limited to Engages and partners with 3rd party vendors, internal development teams, and other parties as needed Desired skills:Bachelor's or Master's degree in a technical or business discipline or equivalent expertise. Minimum of 5-7 years related experience with in-depth knowledge of IT concepts, strategies and methodologies. Proven experience in analysis, mappings, modeling, designing and implementing quality data management solutionsWell versed in data governance, information management frameworks; Understanding of Master Data management, relational databases and reference data management would be essentialStrong analytical and time management skills.Excellent written and verbal communication skillsSelf-motivated and able to handle tasks with minimal supervision or questions.Experience implementing data governance tools for data management including Metadata Management, Business Glossary, Lineage (Informatica, Alation), profiling (Data Quality), cleansing, and modeling (Erwin, Sparx).Strong knowledge of data structures and ability to efficiently manipulate/query dataExperience with TSQL development, ETL and similar, related technologies is a plusMembership and participation in data governance associations such as Data Governance Institute, the Data Management Association (DAMA) and the Data Governance Professionals Organization is a plus.Understanding of privacy laws and regulations Preferred experience in Insurance industry.Strong negotiation, facilitation and consensus building skills. Good oral and written communication skills as well as presentation skills.Must be proactive, and have the ability to work independently/efficiently and to thrive in a fast paced environment, as well as the ability to work collaboratively with cross-functional teams.Benefits:We value your hard work, integrity and commitment to positive change. In return for your service, its our privilege to offer you benefits and rewards that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/BenefitsOverview:At Liberty Mutual, we give motivated, accomplished professionals the opportunity to help us redefine what insurance means; to work for a global leader with a deep sense of humanity and a focus on improving and protecting everyday lives. We create an inspired, collaborative environment, where people can take ownership of their work; push breakthrough ideas; and feel confident that their contributions will be valued and their growth championed.Were dedicated to doing the right thing for our employees, because we know that their fulfillment and success leads us to great places. Life. Happiness. Innovation. Impact. Advancement. Whatever their pursuit, talented people find their path at Liberty Mutual.Job:  Technology Primary Location: United States-Massachusetts-BostonSchedule: Full-timeSalary: $93,900-$147,600Education Level: Bachelor's Degree (±16 years)Travel: Yes, 10 % of the Time"
"223","Senior Data Solutions Manager","Wayfair ","Boston, MA","Wayfair Analytics is the engine that powers an enterprise obsessed with data. We move fast, iterating quickly on big business problems. We work smart, applying technology to unlock insights and provide outsized value to our customers. We swing big, knowing our customers won’t benefit from micro optimizations. Leveraging the largest data set for products sold in the Home space, this team treats data as an asset and determines how to maximize its business value and extend our competitive advantage.  The Data Solutions Manager is the go-to technical resource within the business analytics organization. They combine a deep knowledge of their business area with technical fluency to identify the right solution for the right business problem. By collaborating with other Analytics team members and internal stakeholders they develop a robust, effective roadmap for their product area. They are hands-on writing code and planning implementations and work closely with BI analysts to provide technical guidance, mentorship, and best practices for unlocking the full business value of rich data.What You’ll Do:Act as a subject matter expert for technical guidance, data access, and best practices within the Business Analytics organizationPartner with analytics managers, engineering leaders and stakeholders to identify the right technical solution to address their highest value business data needsEnsure the technical accuracy and optimization of the underlying data that power analytical solutionsEmpower analytics team members to improve speed-to-market by promoting best practices for rapid prototype developmentDevelop a technical center of excellence within the analytics organization through training, mentorship, and process innovationEstablish, monitor, and set goals for KPIs regarding data and tool performanceWho You Are:Strategic and innovative thinker able to tailor technical implementations to complex business requirementsCollaborative and eager to partner with business reporting and engineering to architect the optimal technical implementation for Analytic toolsExcited about working with terabyte sized data sets to design scalable, robust Analytic solutionsWhat You Have:Experience designing and implementing data-driven solutions, such as reporting, algorithms, or data integration systems to align business goalsAdvanced SQL experience, including scheduled ETL transformations and experience with at least one enterprise reporting platform such as SSAS, Microstrategy, Cognos, etc.Experience as a technical lead or other mentorship roleExperience with distributed, columnar-store, and / or MPP databases of 100 TBs or larger strongly preferredBachelors or Masters in Computer Science, Computer Engineering, Analytics, Mathematics, Statistics, Information Systems, Economics, Management or other quantitative discipline field with strong academic record."
"224","Quality Assurance, Data Analyst Manager - GxP","Vertex Pharmaceuticals ","Boston, MA","Job Description:Utilizes data analysis skills and tools to analyze the current Vertex data systems and procedures to recommend and implement strategic process improvements with an aim to enable the Quality organization to expand and improve data collection, analysis, and interpretation. This role is key in the transformation of the Quality organizations facility with and confidence in data centric logic and decision making. The role also entails two primary responsibilities: Compliant implementation and application of data analytics technologies andProvide electronic data integrity oversight for GCP/GLP computerized systems. This position reports to Associate Director, Computerized Systems Quality Assurance. Key Responsibilities: The responsibilities of this position include, but are not limited to, the following: Serving as a Quality Lead for (providing project management, leadership and participation in) GIS computerized system lifecycle activities for GIS, GCP, and GLP systems.Authoring, reviewing, and approving work process documents (SOPs and Work Instructions).Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and qualityGenerating and maintaining metrics for GLP and GCP Quality Leadership Teams.Identifying and implementing continuous improvement opportunities.Leading oversight of electronic data integrity compliance guidance for GIS, GCP, and GLP systems.Assessing emerging needs in the industry to identify technology/ skills gaps within the team.Participating in defining and executing Vertex operational and aspirational strategies.Working with various CxOs to identify process improvements and tracking remedial actions to closure. This position is accountable to ensure the successful execution of the following: Identifying data life cycles, data sources and chain of custodyAcquiring data from primary or secondary data sourcesInterpreting data, analyzing results using statistical techniques to provide and optimize ongoing reports and data visualizationsIdentifying, analyzing, and interpreting trends or patterns in complex data sets#LI-KF1Qualification:Minimum qualifications: BS in Mathematics, Economics, Computer Science, Information Management or Statistics  5+ years of experience as a data analyst/ programmer  Knowledge of current industry trends standards and methodologies specific to electronic records and electronic signatures regulations such as 21 CFR Part11 and application to Quality Systems  Knowledge of Risk management principles in a GxP environment Preferred Qualifications: Knowledge of statistics and experience using statistical packages for analyzing datasets (R, SPSS, SAS etc)  Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy  Experience in developing queries, report writing, and data visualization  Experience in maintaining quality outcomes in Agile environment  Experience in a regulated industry"
"225","Global Data Analyst","DTCC ","Boston, MA","Principal Responsibilities:Act as Data Guardian by approving and correcting any company information entered into internal DTCC systems, starting with CRM.Coordinate customer representation in internal DTCC systems with Data Guardians in other regions.Participate in data clean up efforts including project coordination, research and data entry.Support development and maintenance of process flows within CRM to enable client workflows.Knowledge and Skills Required: 3-5 years of Microsoft Excel experience  Salesforce.com experience a plusDTCC client base/financial services industry knowledge a must Excellent communication skills Solid problem solving skills Excellent follow through and attention to detailBachelor degree or equivalent experience requiredMinimum of three years in analyst role"
"226","Data Analyst Intern - Spring","Endurance International Group ","Waltham, MA","At Constant Contact, we’re working to transform marketing for small businesses. The Product team at Constant Contact is a passionate, fast moving team that drives our product forward to continually help our 500,000 small business customers succeed in their own businesses. We have to stay one step ahead of our customers, the market and technology, so we can deliver new and improved features and to do so, we need to understand our customers, their needs and how they use our products.  As the Product Data Analyst intern, you’ll work with Senior Analysts, Product Managers, User Experience Researchers (UXR), DB/DW engineers and other analysts to dig into the product data in order to surface insights about customer and product usage. You’ll contribute to the future of our product by providing the Product Managers with the data that they need to understand what our customers are doing and how they do it. About You This is not your typical internship. You must be a ‘digger’, be inquisitive and curious and ask questions. You’ll have mentorship, but you’ve got to be comfortable working with little direction. You’ll be experimenting with the product in order to understand our customer's experience and you’ll be digging into the raw data that’s behind the scenes to create reports and charts to identify trends in usage and how it relates to our customer’s success. You must have experience with:Databases / Data warehousingWriting complex SQLStrong Microsoft Excel skillsIt would be great if you have the following (and if you don’t, you will!):Experience with Big Data platforms such as HadoopExperience with other reporting/visualization tools such as TableauExperience with monitoring and tracking tools such as Splunk, NewRelic, Adobe/Google AnalyticsOther skills you’ll need:Ability to hit the ground running, ask questions and learn quicklyVery strong verbal and written communication skillsComfort with working independently on tasksAnalytical focusAbility to multitask (where one of those tasks is always having fun!)Perks:Collaborative and open work spaceInnovation Jams & HackathonsCommunity programsNerf gun fights, ping-pong tournaments, free fruit, Monday breakfasts, Friday beer carts, company events This role is intended to begin mid- late January 2019. Current students and recent grads are welcome to apply."
"227","CRM/BI Analyst","BK Medical ","Peabody, MA","BK Medical is looking for a CRM Analyst/ BI to join the Business Intelligence Team whose primarily position will be to assist with business initiatives in bkMedical’s Customer Relationship Management (CRM) system. BK Medical’s CRM system is utilized by almost every part of the organization, from marketing, sales, support and service. The CRM Analyst/ BI will interact with each of these stakeholders and assist with projects in the CRM system according to business objectives. From generating dashboards and analyzing the data collected from the CRM system, to assisting the Sr. Business Intelligence Analyst with projects to drive new CRM analytics in the CRM system, to training users and providing CRM support on new processes introduced into the CRM system; the CRM Analyst/ BI will be involved in all parts of the business pertaining to the CRM system.RESPONSIBILITIES: Ensure data quality and data integrity in the CRM system/ BI toolPerform routine opportunity pipeline management to ensure key performance business metrics and overall pipeline health is achieved.Provide end-user support including documentation, reporting data analysis, training and troubleshooting of end-user issuesProactively develop dashboards/ reports using CRM data for user enablementOther duties include:Assist Sr. Business Intelligence Analyst with publication of standardized reports to business stakeholdersAssist with the development of standardized tools, methodologies and business processes aimed at improving data analytics/ reporting.Assist in gathering functional requirements for system enhancements and functional changes as needed, as well as assist with end-user testing of new system enhancements*This job does not have any coding responsibilities.EDUCATION AND EXPERIENCE: Bachelor’s Degree with 1 to 2 years of experienceStrong analysis skillsProblem-solving skillsExcellent attention to detailProven organizational skillsAble to prioritize and multi-task and see projects/assignments to completionHighly autonomousExcellent written and verbal communicationAdvanced skill in Microsoft Office applications (Excel, PowerPoint, and Word)Preferred experience with Excel Pivot Tables, VlookupsPrevious experience with a CRM system a plusEEOThere is no sponsorship nor relocation available for this position"
"228","Reference Data Analyst","Wellington Management ","Boston, MA","WELLINGTON MANAGEMENTWellington Management offers comprehensive investment management capabilities that span nearly all segments of the global capital markets. Our investment solutions, tailored to the unique return and risk objectives of institutional clients in more than 55 countries, draw on a robust body of proprietary research and a collaborative culture that encourages independent thought and healthy debate. As a private partnership, we believe our ownership structure fosters a long-term view that aligns our perspectives with those of our clients.POSITIONThe Reference Data Analyst (“The Analyst”) will be part of the Portfolio Data Team within Portfolio Services. Portfolio Services provides each of Wellington’s investment teams with the data, controls, and support they need to ensure that their investment intent is accurately reflected in accordance with client regulatory and operational requirements. Other teams within Portfolio Services include Portfolio Implementation, Portfolio Guideline Monitoring and Performance, Portfolio Service Management, and Portfolio Accounting.RESPONSIBILITIESPrimary responsibilities: Work closely with Portfolio Data management team and internal clients to develop and monitor sound workflows, controls, and proceduresIdentify opportunities and lead efforts to increase productivity, develop scalability, improve data quality, and augment controlsAssist manager with the oversight of daily processes and client serviceTimely, accurate, and thorough support of complex and routine reference data inquiriesIdentification, ownership, and resolution of business and systems issues through interaction with IT, data vendors, brokers, and internal clientsLead efforts to identify and implement process improvementsStrong understanding of data flows and systems utilization of security master file dataExecute daily validation and initiation procedures, ensuring the integrity and consistency of data across multiple platformsWork closely with Portfolio Data management team, Portfolio Management, Investment Compliance, Trading, and Legal to understand new security purchases and validate client permissibility and regulatory restrictionsIdentify key reference data and client permissibility language in official source documentation (offering documents/Prospectus)QUALIFICATIONSThe successful candidate for this position is likely to:The candidate is required to have a Bachelor’s degree with relevant financial services industry experienceExhibits a proactive nature and approach to learning, problem identification and problem resolutionThoroughness, attention to detail and the ability to think and work independently and within a team environmentStrong organizational, prioritization and multi-tasking skillsStrong problem solving skillsQuick learner with ability to apply business and industry knowledgeGood written, oral, and interpersonal skillsDesire to succeed and the ability to self-motivate and motivate othersAbility to thrive in a fast-pace work environmentAbility to think creatively and initiate projects that lead to improved implementation of strategies and tradesA positive, collegial attitude and a high level of professionalism are essentialKnowledge of fixed income instruments is a plusJOB TITLEReference Data AnalystLOCATION100 Federal StreetAs an equal opportunity employer, Wellington Management considers all qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, gender expression, religion, creed, national origin, age, ancestry, disability (physical or mental), medical condition, citizenship, marital status, pregnancy, veteran or military status, genetic information or any other characteristic protected by applicable law. If you are a candidate with a disability, or are assisting a candidate with a disability, and require an accommodation to apply for one of our jobs, please email us at Wellington@icareerhelp.com."
"229","Data Analyst","Nagler Group ","Stoneham, MA","Position ID 238467Title Data AnalystDescription Are you an Administrative Professional looking for your next role? Do you have experience working in the medical field or working for medical companies? Do you enjoy working somewhere you can make an impact on someone's health? The Nagler Group is working with a world wide know health care organization in the Greater Boston area who is seeking 2 Data Analysts to join their growing team.  The Ideal Candidate for this position will need to posses skills and traits such as: Strong analytic skills and ability to interpret dataGeneral Operating Room and Cardiovascular product knowledgeUnderstanding of Supply Chain and ProcurementStrong project management skillsEffective communicator and creative problem solverMotivated and self-starterStrong presentation skillsKnowledge of MMIS and ORIS systems as well as Microsoft Office SuiteBachelor’s Degree completed Employees in this position will be responsible for: Perform analysis of medical and surgical products to identify and verify savings opportunitiesDevelops and maintains reporting methodologies to track project and/or cost savings and reports results to all levels of leadershipSupports strategic planning and decision-making with key statistics and operational recommendations.Plans and implements ongoing process and cost savings improvements based on analysisServes on hospital-wide and Corporate committees to advance cost and performance improvements.Provide data, tracking, and support of inventory reduction effortsMassage and manipulate data from multiple data pointsProvides analytics that are formatted and easily comprehensible to end usersEstablish and maintain metrics for proposed and implemented projectsMaintains positive interdepartmental relationships by taking a proactive and collaborative approach to issue resolution.Ensures compliance with human resource policies and relevant labor contracts.Builds and maintains collaborative, team relationships with executive team, surgeons, anesthesiologists, nurses, peers and colleagues in order to effectively contribute to the achievement of goals, and to help foster a positive work environment.Participates and leads appropriate committees, task forces and project teams.Performs other similar and related duties as required or directed. Compensation: $25-$30hr depending on experience and skill set  Hours: 9:00 am- 5:00 pm Monday-Friday  If you or someone in your network is interested in this opportunity, please send your resume to Dalton Rolli at drolli@naglergroup.com for immediate consideration.Position Type Contract"
"230","Digital Analyst","Endurance International Group ","Burlington, MA","Are you passionate about helping organizations use data to more effectively market to customers? Want to help optimize websites to drive engagement and real business impact? Up for the challenge of leveraging different technologies and aligning multiple data sources across brands to paint a singular view of the customer? Endurance International is looking for sharp minds to help build an analytics center of excellence within the marketing department and guide data-driven efforts at re-invigorating customer growth. The role: The Digital Analyst will be a key member of the Digital Analytics team, a fast-growing group that is responsible for measuring and understanding the website experience across Endurance brands like Constant Contact, HostGator, BlueHost, and more. We work under the Website Marketing group, directly alongside front-end developers and product owners, conversion rate optimization teams, and marketing technology teams focused on personalizing the user experience. In addition, we support many other teams across Endurance from Acquisition Marketing to Product Management and UX to Big Data & Analytics helping them leverage clickstream data to better understand our customer lifecycle. Responsibilities will include: Using Google Analytics and other web analytics platforms to measure user behavior across multiple Endurance brand sitesDeveloping and maintaining clear, concise reporting on KPIs measuring marketing performanceProviding insight into site visitor behavior and engagement in order to identify optimization opportunities, inform site design changes, and help enable real-time personalizationAssisting in the planning and analysis of A/B testing focused on conversion rate optimizationCoordinating with technical teams to ensure accurate and comprehensive web analytics implementation and successful deployment of new solutionsWhat you need:Bachelor's degree (preferably in a quantitative discipline; business, math, statistics, computer science)2 to 4 years of experience in a marketing or analytics roleProficiency using one or more leading web analytics and optimization tools (Adobe/Omniture/SiteCatalyst, Google Analytics 360, Adobe Test & Target, Monetate, Optimizely, etc.)Proficiency with Microsoft Excel (or similar i.e. Tableau) for data manipulation and visualizationPrior experience with digital marketing channel analysis (PPC, SEO, Display, Social) a plusBasic understanding of analytics implementation and tag management, HTML/CSS/Javascript and standard coding practicesExcellent analytical and problem solving capabilityExcellent verbal, written and presentation skillsSense of humor a must!We Offer We offer an opportunity to work with great people in an innovative environment doing great things. You can expect a salary commensurate with your capabilities, a generous benefits package, and attractive corporate perks that will make you the envy of the neighborhood. If you feel your skills match then please reach out to learn more about this exciting opportunity. We are an Equal Opportunity Employer"
