"","job_title","company_name","job_location","job_description"
"162","Data Scientist","SKF USA ","Lansdale, PA","Data Scientist  Lansdale, PaSKF ‘best-in-class’ employer  SKF is everywhere. You use our products every day, even though you may not see them.  Every day within SKF USA, amazing ideas are born and quickly become solutions for our customers’ biggest challenges. SKF uses over 100 years of knowledge and engineering to develop products and services that help our customers grow successful and profitable businesses. Today we have over 4,500 U.S. employees supporting our enterprise.  If you’re looking for an amazing career, where you can add value and have career growth opportunities ... come join our team for a new challenge!  SKF offers immediate 401k company match, a generous amount of paid time off, and comprehensive health care coverage.  Please go to www.skfusa.com for more information and career opportunities.  Visit us on www.facebook.com/SKFUSA or Glassdoor.com  In aligning our US Industrial Sales, Marketing, Engineering, Customer Solutions, and Business Development organizations to drive a growth culture, we are seeking employees that have the passion for improving SKF’s growth and success.  We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. Candidate must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. Candidate must have a proven ability to drive business results with their data-based insights. Candidate must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.  As we grow this culture, mindset and capability, we want you to help us lead this change. Key Responsibilities:Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.Work with the development team when assessing the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.Develop company A/B testing framework and test model quality.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.Minimum Qualifications:Experience using analytical/programming languages such as Python, R SSAS, SQL, M or DAX to manipulate data and draw insights from large data sets.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.A drive to learn and master new technologies and techniques.Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.Experience writing or interacting with web services using REST or SOAP.Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.Consulting skills - Proven track record of influencing the decision and problem-solving processes. The ability to understand business and economic drivers and align goals across functional lines and organizational boundaries for execution.Clearly conveys relevant information and ideas with confidence and in a manner that inspires the audience. Adjusts approach to capture audience attention and ensures there is an understanding of the message. Seeks to understand others through active listening. Travel: As needed (i.e. less than 10%) Preferred Qualifications:Prior experience working at SKF in operations, finance or sales2+years’ experience with BI ToolsExperience with Agile Methodology preferred.Technical Experience:5-7 years of experience manipulating data sets and building statistical models, has a Master’s in Statistics, Mathematics, Computer Science or another quantitative field.Experience with cloud-based computing (especially Amazon Web Services), procedural programming (especially PHP or Python), EMR frameworks such as Spark or Hadoop, and data science and machine learning methods such as k-means clustering, random forest, decision trees, etc. are all a plus.3+ years’ Global experience collaborating with cross-functional and cultural teams is beneficial.2+ years’ experience in various optimization techniques including linear programming, integer programming, non-linear programming and dynamic programming.2+ years’ experience in the effective utilization of visualization techniques to explore data to find root causes as well as presentation of results.5+ years’ experience in data mining, data analysis or statistical / advanced analytic techniques3+ years of experience with database technologies (e.g. Oracle, SAP, DB2, Teradata, MS SQL Hadoop, MongoDB, Greenplum, MySQL)Proficiency Writing in Python, Java, Scala and extensive use of unit tests, Git, and DockerExperience with deploying software on AWS, Azure, or other cloud service Salary to be determined  Applications accepted from 12/17/2018 to 01/11/2019  Equal Opportunity Employer/Disable/VeteransSKF"
"163","Epidemiologist/Data Analyst","PMHCC ","Philadelphia, PA","Position SummaryThe Epidemiologist will work closely with the Chief Epidemiologist and HCO team to support and produce a variety of public health analyses and reports, including those related to disease and health behavior surveillance, vital statistics, and community epidemiology. The Epidemiologist is responsible for all aspects related to data analysis, including: literature research; data collection, preparation, and presentation; statistical analysis, and report preparation. The ideal candidate is collaborative, enthusiastic, takes initiative, and can follow projects through to completion. The position requires strong analytic and writing skills. Demonstrated experience using statistical software (e.g. SAS, Stata, R, etc.) for analysis of health-related data is required.Duties and Responsibilities•Conducts epidemiological analyses using multiple data sources, including, but not limited to disease surveillance data, EHR and other administrative healthcare data, population-based survey data, and vital statistics data. •Supports the production of departmental reports, such as the annual vital statistics reports, community health assessments and the CHART report series. •Reports analytic findings in the forms of tables, graphs, maps, written reports and presentations to a variety of audiences.•Provides analytic support in the development and maintenance of ongoing public health initiatives.•Responds to requests for data on health-related statistics and associated health behaviors.•Performs other related duties as assigned or directed to meet the goals and objectives of the HCO.Skills Required•Intermediate to advanced level professional or academic experience in data analysis, including relevant statistical software experience such as, SAS (preferred), Stata, or R.•Detail-oriented, with ability to manage multiple activities simultaneously, and successfully meet deadlinesEducation and Experience•Completion of a Master’s or advanced degree in epidemiology, biostatistics, public health, or related field from an accredited college or university.•One to three years of work experience in public health, data analysis and/or healthcare research. Equal Opportunity EmploymentPMHCC, Inc. is committed to equal opportunity. It is our policy to support equal employment for all employees and applicants without regard to race, religion, color, sex, sexual preferences, age, national origin, disability, behavioral health status, military status or any other characteristic protected by law."
"164","Marketing Data Specialist","Almo Corporation ","Philadelphia, PA","Summary: Responsible for working with assigned ecommerce accounts to submit approved product content to account?s web content management system. Position will frequently be responsible for creating customer specific, product-based content for assigned accounts, including images, specifications and attributes. This includes sourcing and collating product information from our vendors, importing the data into our system and formatting the information to be clear, concise and ultra precise. Essential Duties & Responsibilities:Manage content for assigned ecommerce accounts, which includes populating and submitting customer set up sheets, rich content sheets and databases/portals using product data, images, assets from the Almo Product Content database.Identify and correct errors (i.e. images don?t match descriptions, missing icons, spelling) and contribute to improving product hierarchy, sorting and search results.Proofread, edit and proactively review content to ensure accuracy and consistency with copy, images and product presentation while meeting established deadlinesMaintain communication with Fulfillment team to ensure efficient workflow and maximize support of sales goals and potentialContent Creation: If not currently available on the content servers, position may need to collect attributes, spec sheets, marketing copy, images or digital assets from available sources (including suppliers) needed for item setup in the master data content system. Includes communicating with internal customers in response to content needs.Participate in special projects as required .Minimum Requirements:Associate’s degreeSystems Experience: Working knowledge of MS office, with proficiency with Excel spreadsheets—data entry and manipulation. Very strong internet browser experience.Proficiency with Photoshop is preferred.Prior experience in utilizing proofreading skills, identifying grammatical and spelling errorsHigh level of attention to detail and organizational skillsAbility to handle multiple projects and tasks, problem solve and manage to deliverable dates.Strong oral/written communication and interpersonal skills.Team orientation and ability to support others during high volume or shifting prioritiesPhotography / Videography skills preferred, but not required"
"165","SQL Data Analyst","Revenue Solutions Inc ","Philadelphia, PA","We are looking to welcome a SQL Data Analystto join our team of consultants and technical specialists implementing RSIs Revenue Premier® Portfolio Warehouse solution at our client site in Philadelphia, PA. Our team works in Center City with easy access to public transportation.  Leveraging your experience with databases and SQL scripting, as a Data SQL Analyst you will be involved in all aspects of the data warehouse implementation including installation and configuration of our product solution, data extraction, mapping, loading and transformation (ETL) activities, interfaces to legacy mainframe tax systems, and the development of OLAP cubes for analytical reporting. As part of your responsibilities, you may be asked to participate in design sessions with the client, develop design documents, and participate in acceptance testing and knowledge transfer activities. REQUIRED EXPERIENCE, SKILLS & COMPETENCIES:BS in Computer Science, MIS, or related fieldImmediate authorization to work in the US5+ years of relevant work experience on large-scale conversion projectsExperience with ETL tools in a large-scale data warehouse environmentExperience with SQL Server Integration Services (SSIS)Strong T-SQL scripting skillsExperience with the full conversion lifecycle, including development of source/target mappings, business rules, transformation logic, error handling and control total reportsKnowledge of standard development techniques (OOD, SDLC) in a web environmentStrong analytical problem-solving skillsExcellent verbal and written communication skillsCustomer-focused attitude and desire to interface directly with end-user clientsPREFERRED EXPERIENCE, SKILLS & COMPETENCIES:Relevant work experience as a SQL Data Analyst in a software implementation environmentAdvanced SQL scripting experienceAdvanced degreeExperience with SQL Server Reporting Services (SSRS)Experience with production support, performance testing, and SQL tuning Interested in learning more about RSI and our role? Share your resume, skills, and experience with us by creating an account on our talent portal, https://bit.ly/2oSLqxb, add your LinkedIn profile or upload your resume, and let us know how to get in touch with you. It takes less than five minutes to apply.  *** RSI is an equal opportunity employer ***  Job Type: Full-time  Experience: SQL: 4 years (Required) Education: Bachelor's (Required) Work authorization: United States (Required)"
"166","Business/Data Analyst Intern-Coop - Boston","IBM ","Philadelphia, PA","Job Description IBM CIO (Chief Information Office) Organization is looking for innovative talent for our Boston area locations who bring fresh new ideas to create a productive environment for all IBMers across the globe through our internship program offering. Our mission is to provide the best work experience in a digital workplace to all IBM employees and consequently positively impact on the way IBM deliver what our clients need.  Are you interested in working in an innovative and collaborative environment for the summer? If so, this is your chance to work in the first IBM area to become agile and to create meaningful solutions that impact our technology and business transformation for a new business era - all in just one summer!Required Technical and Professional Expertise Experience with User Experience (UX) designMinimum of 1-year experience using problem solving skills such as: Analyze causes using existing techniques or tools, prepare and recommend solution alternativesAbility to absorb professional knowledge quickly and develop skillsAbility to draw upon professional concepts to collaborate with others to carry out assigned dutiesAbility to challenge the validity of given procedures and processes with the intent to enhance and improveEnrolled in a Bachelor of Science in Business Information Technology, Management Information Systems, or a similar degree programAbility to work in the United States without the need for current or future IBM sponsorship Preferred Tech and Prof Experience Experience using Agile and Design Thinking methodologiesExperience working with leaders of designExperience writing user stories and requirements documents using analytical skills EO Statement  IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
"167","Data Engineer","Childrens Hospital of Philadelphia ","Philadelphia, PA","Req ID: 22921  Shift: Days  Employment Status: AF - Active - Regular - Full Time Job SummaryWe are looking for an experienced Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data warehouse and building data integrations, developing data best practices and governance, performing clinical and administrative reporting and data visualization, as well as optimizing data flow and collection for cross functional teams.  The ideal candidate is experienced in all aspects of data from multiple complex sources who enjoys optimizing data systems and building them from the ground up. The Data Engineer III will support our developers, database architects, data analysts and data scientists ensuring optimal data delivery architecture is consistent throughout ongoing projects. They will also support non-technical colleagues in the collection and appropriate use of clinical and non-clinical data. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.Job ResponsibilitiesData Modeling – evaluate structured and unstructured data, determine the most appropriate schema for new fact tables, data marts, etc.Data Integration – incorporate new business and system data into the CHOP Data Warehouse while maintaining enterprise best practices and adhering to data governance standards.ETL – apply business rules to our data as we migrate from source to target using Informatica or scripting language. Validate data to ensure quality.Reporting – collaborate with colleagues across the enterprise to scope requests. Extract data from various data sources, validate results, create relevant data visualizations, and share with requester. Develop dashboards and automate refreshes as appropriate.Governance / Best Practices – adhere and contribute to enterprise data governance standards. Also educates and supports colleagues in best practices to ensure that data is used appropriately.Product Ownership – collaborate and act as the voice of the customer to offer concrete feedback and project requests as well as an advocate for analytics from within the business units themselves.Assemble large, complex data sets that meet functional / non-functional business requirements.Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources (including ground, hybrid cloud, and cloud) using SQL and various programming technologies.Develop analytics tools that utilize data resources to provide actionable insights, operational efficiency and other key business performance metrics.Work with stakeholders including the Executive, Clinical, and Analyst teams to assist with data-related technical issues and support their data infrastructure needs.Develop optimized tools for analytics and data scientist team members that assist them in building and optimizing projects into an innovative industry leader.Proficient at integrating predictive and prescriptive models into applications and processes.Build processes supporting data transformation, data structures, metadata, dependency and workload management.Make recommendations about platform adoption, including technology integrations, application servers, libraries, and frameworks.Participate in a shared production on-call support model.Be a critical part of an Agile Scrum software development team, ensuring the team successfully meets its deliverables each sprint.Serve as a mentor for Data Engineer I and IIJob Responsibilities (Continued)Job Responsibilities (Continued)Required Licenses, Certifications, Registrations Two (2) Certifications or proficiency in appropriate Data Science/Data Integration/Data Warehousing technology or subject domain. Required Education and Experience Required Education: Bachelor’s Degree in Computer Science, Computer/Software Engineering, Information Technology or related fields. Required Experience: Minimum of six (6) years of Data Engineering/Business Intelligence/Data Warehousing experience, preferably in a healthcare environment.Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.Experience supporting and working with cross-functional teams in a dynamic environment.Working knowledge of message queuing, stream processing, and highly scalable data stores.Previous experience manipulating, processing and extracting value from large disconnected datasets.Preferred Education, Experience & Cert/Lic Preferred Education: Advanced Degree in Computer Science, Informatics, Information Systems or another quantitative field. Preferred Experience: Minimum of ten (10) years of experience in a Data Engineer roleAdditional Technical RequirementsStrong analytic skills related to working with structured and unstructured datasets.Must possess critical thinking and creative problem solving skills along with the ability to communicate well with stakeholders throughout the organization.Strong communication, project management and organizational skills.Highly proficient in SQLExperience with big data tools: Hadoop, Spark, Kafka, BigSQL, Hive, etc.Experience with relational SQL and NoSQL databases, including IBM PDA (Netezza), MS SQL Server and HBase.Experience with data integration tools: Informatica, MS Integration Services, Sqoop, etc.Experience with cloud vendors and services: AWS, Google, Microsoft, IBMExperience with stream-processing systems: IBM Streams, Flume, Storm, Spark-Streaming, etc.Experience consuming and building APIsExperience with object-oriented/object function programming languages: Python, Java, C++, Scala, etc.Experience with statistical data analysis tools: R, SAS, SPSS, etc.Experience with visual analytics tools: QlikView, Tableau, Power BI etc.Experience utilizing Agile methodology for developmentFamiliarity with electronic health record and financial systems. i.e. Epic Systems, Cerner, WorkDay, Infor, Strata etc.All CHOP employees who work in a patient building or who provide patient care are required to receive an annual influenza vaccine unless they are granted a medical or religious exemption.Children's Hospital of Philadelphia is committed to providing a safe and healthy environment for its patients, family members, visitors and employees. In an effort to achieve this goal, employment at Children's Hospital of Philadelphia, other than for positions with regularly scheduled hours in New Jersey, is contingent upon an attestation that the job applicant does not use tobacco products or nicotine in any form and a negative nicotine screen (the latter occurs after a job offer).Children's Hospital of Philadelphia is an equal opportunity employer. We do not discriminate on the basis of race, color, gender, gender identity, sexual orientation, age, religion, national or ethnic origin, disability or protected veteran status.VEVRAA Federal Contractor/Seeking priority referrals for protected veterans. Please contact our hiring official with any referrals or questions.CHOP Careers Contact Talent Acquisition2716 South Street, 6th FloorPhiladelphia, PA 19146 Phone: 866-820-9288 Email:TalentAcquisition@email.chop.edu"
"168","Business Data Intelligence Analyst","Envestnet ","Berwyn, PA","Requisition Number 18-0388 Post Date 12/27/2018 Title Business Data Intelligence Analyst City Berwyn State PA DescriptionEnvestnet, Inc. (NYSE:ENV) is a leading independent provider of technology-enabled investment and practice management solutions to financial advisors who are independent, as  well as those who are associated with small or mid-sized financial advisory firms and larger financial institutions. Envestnet’s technology is focused on addressing financial advisors’ front-, middle- and back-office needs. Envestnet is headquartered in Chicago.  We offer a highly competitive compensation and benefits package as well as the excitement, challenges, and rewards of a fast-growing, entrepreneurial company. Exciting growth  opportunity for driven employees to advance their careers at Envestnet. Position Description/Background: The Envestnet Sales and Marketing division is looking for a passionate, creative expert in Salesforce and data analysis. The successful candidate will turn data into insight,  and insight into actionable business decisions. The candidate will also serve as the primary administrator for Salesforce and other Envestnet analytics systems. This individual will develop analysis and reporting capabilities to meet the needs of the Regional  Sales, Marketing and Enterprise Consulting teams within the firm. This Business Data Intelligence Analyst role will be vital to the ongoing success of sales and marketing teams. Essential Duties and Responsibilities:Work with sales and marketing management teams to create a prioritized list of business data intelligence needs for each business segmentUse statistical methods to analyze data and generate meaningful insights, creating models that depict trends in the client base and the industry as a wholeDesign and develop useful business reports and dashboards that fuel the efficiency and impact of the sales and marketing organizations and are aligned to key performance metrics  and indicatorsIdentify and recommend new ways to generate revenue through the use of marketplace insightsDevelop and maintain end user training documentation and deliver training to users as requiredDrive user adoption of Salesforce and other related systems to ensure compliance and success of the toolsEnsure consistency of CRM usage conventions, compliance with best practices, and integrity of dataImplement workflow rules and communication protocols among usersAcquire data from primary or secondary data sources and maintain databases/data systemsLocate and define new process improvement opportunities As part of the responsibilities for this role, you will understand and readily support Envestnet’s established corporate business practices, policies, internal controls, and  procedures designed to create value or minimize risk. Requirements Self-starter with 4+ years in business intelligence or business analytics role in the financial services industry; experience working with financial advisors a plusAbility to collaborate effectively and work as part of a teamStrong attention to detailStrong knowledge of and experience with SalesForce and Microsoft Office SuiteAdvanced Excel skillsExperience working with the Envestnet platform a plusStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsBachelor's Degree in Business or related field Envestnet is an Equal Opportunity Employer"
"169","Leadership Preparation Program - Data Analyst Associate","Lincoln Financial Group ","Philadelphia, PA","*About The Company** Lincoln Financial Group, a Fortune 250 company with over 10,000 employees, provides advice and solutions that help empower Americans to take charge of their financial lives with confidence\. Our core business areas ? Life Insurance, Annuities, Retirement Plan Services and Group Protection ? focus on supporting, preserving and enhancing over 17 million customer?s lifestyles and retirement outcomes\.  Headquartered in Radnor, Pennsylvania, Lincoln Financial Group is the marketing name for Lincoln National Corporation \(NYSE: LNC\) and its affiliates\. The company had $253 billion in assets under management as of December 31, 2017\.  Ranked one of the Best Large Employers in America by Forbes magazine, Lincoln Financial Group makes a serious investment in our employees? futures through a broad range of wealth accumulation and protection plans, health and wellness programs, and career development resources designed to help each individual reach their personal and professional goals\. *The Role** The Leadership Preparation Program \(LPP\) at Lincoln Financial Group is a two\-year development program designed to prepare high\-performing, college graduates for strategic roles within our company\. As a Data Analyst Associate you will tract and analyze data across various applications in order to provide recommendations and reports to management\. *Duties and Responsivities** + Supports and promotes change management and/or departmental/enterprise initiatives within assigned area\(s\) of responsibility\.  + Maintains knowledge on current and emerging developments/trends for assigned area\(s\) of responsibility\.  + Performs and delivers on routine assignments/projects for his/her assigned area\(s\) of responsibility\.  + Exports information from various applications/databases and uses analytical tools \(i\.e\. SQL, MS Power BI, Tableau, Excel, etc\.\) to transform that data into meaningful reports and infographics\.  + Performs routine data mining, validation, and reconciliation of data across various applications\.  + Identifies and analyzes variances, and trends; researches inconsistencies/anomalies in the data and presents findings to management\.  + Develops creative charts, graphs and other visual aids in support of identifying trends to quantify performance of the business segment and to support decision making\.  + Performs what\-if analysis in support of creating proposals for change and process improvement\.  + Develops queries and prepares data for diagnostic and predictive analytics\.  + Develops basic ad\-hoc reports supporting projects and analysis\.  + Supports team members and/or management in developing basic recommendations to solve problem and issues related to identified trends and data insights\.  + Develops an understanding of best practices and suggests how to improve current practices\. *Requirements** + College senior ? degree completed prior to start date  + A minimum GPA of 3\.0  + Demonstrated leadership skill  + Self\-motivated and results\-oriented  + Exceptional communication skills  + Prior internship experience  + Effective networking skills  + Demonstrated critical thinking and problem\-solving skills  + Ability to deal with change and ambiguity in a fast\-paced environment  + Must be willing to relocate for both rotations  + Authorization to work in the United States without sponsorship  Securing a position in the Leadership Preparation Program is a career opportunity of incomparable value\. You will earn a competitive salary as you gain experience and discover areas in the company where you can excel as an individual contributor\. You also join a highly engaged and supportive network of professionals from all levels of the organization who, long after completing the program, continue to support you and your fellow program participants\.  Upon program completion, we work closely with our graduates, guiding them to the best professional opportunities at Lincoln Financial that align with their personal career aspirations\.  This position may be subject to Lincoln?s Political Contribution Policy\. An offer of employment may be contingent upon disclosing to Lincoln the details of certain political contributions\. Lincoln may decline to extend an offer or terminate employment for this role if it determines political contributions made could have an adverse impact on Lincoln?s current or future business interests, misrepresentations were made, or for failure to fully disclose applicable political contributions and or fundraising activities\.  Any unsolicited resumes/candidate profiles submitted through our web site or to personal e\-mail accounts of employees of Lincoln Financial Group are considered property of Lincoln Financial Group and are not subject to payment of agency fees\.  Lincoln Financial Group \(""LFG""\) is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex \(including pregnancy\), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information\. Opportunities throughout LFG are available to employees and applicants and are evaluated on the basis of job qualifications\. We have a drug free work environment and we perform pre\-employment substance abuse testing\.  This Employer Participates in E\-Verify\. See the E\-Verify notices\.  Este Empleador Participa en E\-Verify\. Ver el E\-Verify avisos\.  Lincoln Financial Group (""LFG"") is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex (including pregnancy), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information. Opportunities throughout LFG are available to employees and applicants and are evaluated on the basis of job qualifications. We have a drug free work environment and we perform pre-employment substance abuse testing."
"170","Configuration and Data Management Analyst","Lockheed Martin ","Moorestown, NJ","Description:At Lockheed Martin Rotary and Mission Systems, we are driven by innovation and integrity. We believe that by applying the highest standards of business ethics and visionary thinking, everything is within our reach and yours as a Lockheed Martin employee. Lockheed Martin values your skills, training and education. Come and experience your future!  Coordinate and lead the efforts of the RMS Moorestown Data Repository team to include: controlling, producing, delivering, reviewing, cataloging, archiving and appropriately marking sensitive data. Facilitate workflow, coordinate tasking assignments of the team members, organize and/or conduct cross-training, set priorities, and enforce quality standards. Ensure deadlines are met or exceeded under typically tight time constraints. Review the work of others for completeness and accuracy. Provide oversight for quality, schedule, and budget. Serve as liaison between the Repository team and Data Management, Technical Documentation Support, Quality Assurance, Configuration Management, Mailroom, Security, and various Program Management Offices, among others. Recommend and develop training activities, and identify and implement process improvements and corrective actions, as needed. Provide support to manager on budget estimates and Basis of Estimate (BOE) development. In addition, provide oversight to contract funding requirements; monitor spending activity, and serve as liaison to project Control Account Managers (CAMs) and finance representatives, and management. Position will require the incumbent to lead team activities, as well as to assist with daily tasking, including data entry, preparing packages for delivery, media production, and completing walk-in requests. Basic Qualifications:Familiarity with Government standards for data security, including the National Industrial Security Program Operating Manual (NISPOM) such as markings, handling of classified and unclassified information, and how to handle the distribution of this informationAbility to understand the Classification guides for each contract from our DOD or Homeland Security CustomersUnderstanding of Government/Defense Security Service (DSS) audit processDemonstrated leaderships skillsExperience with handling sensitive/classified data in a corporate environment.Intermediate Microsoft Word and Excel proficiency.Ability to obtain and maintain a Secret security clearanceDesired Skills:Strong leadership skills demonstrated in leading change management initiatives.Ability to work with cross functional teamsExperience with monitoring and oversee spending activity on multiple contracts.Keen attention to detail.Ability to multi-task.Demonstrated excellent customer service skills and willingness to accept the challenges of a fast-paced, deadline-driven environment.Strong work ethic and the willingness to drive the work, as required, to ensure that all tasks/deliveries are completed on-time or ahead of schedule.Demonstrated verbal and written communication skills.Advanced Microsoft Word and Excel proficiency.Cost accounting or finance background.Budget and schedule management experienceCAM experience.BASIC QUALIFICATIONS: job.Qualifications Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.  Join us at Lockheed Martin, where were engineering a better tomorrow. EXPERIENCE LEVEL: Experienced Professional"
"171","Digital Data Analyst","Amerihealth Caritas Health Plan ","Philadelphia, PA","Responsibilities: This role will report to the Manager, Digital Strategy and User Experience and is responsible for managing analytics by tracking, measuring, analyzing and reporting insights into the company's digital programs. As part of the Digital Experience team based in Philadelphia, PA, this role will provide counsel and support on AmeriHealth Caritas' key strategies and initiatives and infuse digital thinking into communication methods throughout the organization.  This role will partner closely with the teams that support brand, print creative, client management, corporate leaders and experts, information solutions and outside partners and suppliers. Other Accountabilities:Analyses data to create meaningful reports containing actionable insights on consumer behavior.Understands how to analyze, structure and interpret large volumes of raw data into effective visual stories for business owners.Plays a key role in providing marketing analytics for websites, email campaigns and other customer facing digital platforms.Coaches internal and external stakeholders on how best to use available data to optimize content, increase conversion and optimize the user experience by increasing traffic and engagement on digital platforms.Assists with building an analytics strategy for digital marketing goals and objectives.Measures site usability/effectiveness and presents actionable insights and recommendations based on data results and best practices.Builds custom analytics dashboards and reports that can effectively present digital performance to the appropriate audiences aligned to KPIs.Segments traffic to understand and optimize user experience and conversion based on source, channel, visitor frequency, tenure, demographics, etc.Manages tagging including overall strategy, implementation, and best practices across web and mobile applications.Participates in the execution of A/B tests and analyzes test results for presentation to stakeholdersUses analytics to inform projects and drive product decisions pre- and post-launch, coupled with a good understanding of best practices, good user experience, and what works well that supports the digital marketing and social strategies.Data analysis of various web projects and ad hoc requests.Automates recurring dashboards and reports.Creates institutional knowledge on analytics and educates leadership on digital and multi-channel customer trends.Education/Experience:Bachelor's Degree in digital communications or related field3-5 years of digital analytics for digital marketing.Previous experience using web analytics tools (Google Analytics, etc.) as well as MS Access and MS Excel.Familiarity with web analytics, social media listening tools, keyword taxonomies and SEO concepts.Demonstrated experience working with and guiding management.Creative thinking and strong written and oral communications.Ability to use consumer insights data, platform performance, and key trends to inform the development of strategies and plans.Ability to stay ahead of trends and provide POVs/implications for clients on frequent basis.Ability to manage programs with multiple components, and align internal and external resources to achieve results.Working knowledge of project management concepts, tools and techniques.Forward thinking, proactive and the ability to work independently.SDL2017"
"172","Business/Data Analyst - SQL, Teradata","Computer Enterprises Inc ","Philadelphia, PA","Job Description:Work with Business unites to document the requirements for expected deliverable.Partner with SE organization, Data Quality, and Project Management teams throughout project life cycle.Support standardization efforts for referential data used for data analysis and project output.Maintain detailed documentation through data lifecycle processing to ensure fully transparent communication and meeting deadline expectations.Work on reconciliation of data from source to all data layers in NDW/Hadoop.Qualifications5-10 years of experience in SQL - Must have hands-on scripting (interview process includes a SQL test)5-10 years Data AnalysisHeavy interaction with Engineering and Business unitsExperience in Teradata is a MUST.Must have experience in UAT and Data ProfilingKnowledge of Tableau and Big Data not a must-have, but a big plus.Excellent communication skillsprovided by Dice SQL, Teradata, Hadoop, Tableau"
"173","Business Analyst","Turnberry Solutions ","Philadelphia, PA","Data Warehouse Business Analyst in Phila, PA 19103Interview Logistics: Phone Interview then Face to Face Required Skills Set:Years of Experience: 5-8 years experience Education Required: Bachelors Degree  This role requires extensive SQL experience in writing complex queries across multiple tables, data analysis and data profiling skills for the creation of the mapping documents and further discussion with data modelers for the necessary table designs.  The ideal candidate should have all the above skills at expert level along with strong verbal and written communication skills to work with various stakeholders, gather and formulate business requirements and translate the same to the technical team.  Candidate with prior six plus year of healthcare experience including exposure to plan and products data are preferred.  The Business Systems Analyst role will also be required to support testing and production releases. Additional Preferred Skills: The ideal Business Systems Analyst role on the BTS - Data Warehouse team requires proficiency in –  Creating Business Requirement Documents, Functional Requirement Documents and Mapping documents for the development of ETL applications. Project Description: This Business Analyst works on the data warehousing projects as the Business System Analyst as well as the SME of the domain to provide the following services:  Able to have conversations with business team to gather the requirements and translate the same to technical and design team thru functional and mapping documents after the necessary data analysis and data profiling  Extensive and thorough SQL knowledge with Teradata and Oracle as the backend is required to meet the expectation  Should be a team player and able to multi task as necessary  Facilitates business stakeholder discussions to ensure that the business direction, high-level scope and dependencies are identified and documented.  Proactively identifies project interdependencies and downstream system impacts.  Assists/facilitates in moving projects forward by understanding and managing to the software development lifecycle. Physical Environment and Working Conditions: Must have experience working in a DataWarehouse environment."
